16,Oliver Tree,./images/artist/Oliver_Tree.jpg
17,Ozuna,./images/artist/Ozuna.jpg
18,The Weeknd,./images/artist/The_Weeknd.jpg
19,steve Lacy,./images/artist/Steve_Lacy.jpg
20,Jung Kook,./images/artist/Jung_Kook.jpg
21,Eminem,./images/artist/Eminem.jpg
